parameter,lot_id,date,Owner
NR9T4FMDBREF~Rodlin4_100n_LT,A2RDT,2022-12-05,Device
PR9T4FMDBREF~Rodlin4_100n_LT,A2RDT,2022-12-05,Device
ISOVIA_ISO_Y1_LT,A2CG2,2022-11-04,BEOL
Y1_ISOVIA_D~Res_LT,A2CG2,2022-11-04,BEOL
BEOL_STK_N2_kelvin~Res_LT,A2CG2,2022-11-04,BEOL
BEOL_STK_Y1_kelvin~Res_LT,A2CG2,2022-11-04,BEOL
HOL_MOL_VBD_LR_DUTP_VST1_LT,A2CG2,2022-11-04,REL
HOL_MOL_VBD_LL_DUTN_VST1_LT,A2CG2,2022-11-04,REL
HOL_MOL_VBD_LL_DUTP_VRAMP_LT,A2CG2,2022-11-04,REL
HOL_MOL_VBD_LL_DUTP_VST1_LT,A2CG2,2022-11-04,REL
PC_RES_ULVTN_LT,A2BTC,2022-11-01,FEOLMOL_HOL
PC_RES_ULVTP_LT,A2BTC,2022-11-01,FEOLMOL_HOL
PC_RES_LVTN_LT,A2BTC,2022-11-01,FEOLMOL_HOL
PC_RES_sLVTN_LT,A2BTC,2022-11-01,FEOLMOL_HOL
PC_RES_LVTP_LT,A2BTC,2022-11-01,FEOLMOL_HOL
PC_RES_sLVTP_LT,A2BTC,2022-11-01,FEOLMOL_HOL
OPEN_PCCBM1_N_2A_D01_LT,A2BTC,2022-11-01,FEOLMOL_HOL
OPEN_PCCBM1_N_2A_D02_LT,A2BTC,2022-11-01,FEOLMOL_HOL
OPEN_PCCBM1_N_2A_D03_LT,A2BTC,2022-11-01,FEOLMOL_HOL
OPEN_PCCBM1_N_2A_D04_LT,A2BTC,2022-11-01,FEOLMOL_HOL
OPEN_PCCBM1_N_2A_D05_LT,A2BTC,2022-11-01,FEOLMOL_HOL
OPEN_PCCBM1_N_2A_D07_LT,A2BTC,2022-11-01,FEOLMOL_HOL
Y1_ISOVIA~Res_LT,A2BTC,2022-11-01,BEOL
Y1_ISOVIA_E~Res_LT,A2BTC,2022-11-01,BEOL
P032_bit_PD_R_Idlin_LT,A2BTC,2022-11-01,SRAM
P032_bit_PD_R_Idsat_LT,A2BTC,2022-11-01,SRAM
P032_1b_PD_Idsat_avg_LT,A2BTC,2022-11-01,SRAM
PL032S_bit_PD_R_Vtlin_LT,A2BTC,2022-11-01,SRAM
PL032S_bit_PD_R_Vtsat_LT,A2BTC,2022-11-01,SRAM
PL032S_bit_PD_R_Idlin_LT,A2BTC,2022-11-01,SRAM
PL032S_bit_PD_R_Idsat_LT,A2BTC,2022-11-01,SRAM
PL032S_1b_PD_Vtsat_avg_LT,A2BTC,2022-11-01,SRAM
PL032S_1b_PD_Idsat_avg_LT,A2BTC,2022-11-01,SRAM
PL032S_FET_PD_Idlin_LT,A2BTC,2022-11-01,SRAM
TPLL053_1b_RPD_Vtlin_LT,A2BTC,2022-11-01,SRAM
TPLL053_1b_RPG_Idlin_LT,A2BTC,2022-11-01,SRAM
TPLL053_FET_RPD_Idlin_LT,A2BTC,2022-11-01,SRAM
TPLL053_FET_RPG_Idlin_LT,A2BTC,2022-11-01,SRAM
TPLL053_FET_RPG_Idsat_LT,A2BTC,2022-11-01,SRAM
DLW_P_LVT_200_280_DDB_4_Iodlin@0.8Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_200_280_DDB_4_Iodlin@0.5Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_200_280_DDB_4_Iodlin@0.4Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_150_230_DDB_4_Iodlin@0.8Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_150_230_DDB_4_Iodlin@0.5Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_150_230_DDB_4_Iodlin@0.4Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_100_180_DDB_4_Iodlin@0.8Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_100_180_DDB_4_Iodlin@0.5Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_100_180_DDB_4_Iodlin@0.4Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_70_150_DDB_4_Iodlin@0.8Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_70_150_DDB_4_Iodlin@0.5Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_70_150_DDB_4_Iodlin@0.4Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_40_100_DDB_4_Iodlin@0.8Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_40_100_DDB_4_Iodlin@0.5Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_40_100_DDB_4_Iodlin@0.4Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_40_100_DDB_4_Ihigh@0.75V_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_40_100_DDB_4_Idsat@0.75V_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_40_100_DDB_4_Idlin_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_30_90_DDB_4_Iodlin@0.8Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_30_90_DDB_4_Iodlin@0.5Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_30_90_DDB_4_Iodlin@0.4Vod_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_30_90_DDB_4_Ihigh@0.75V_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_30_90_DDB_4_Idsat@0.75V_LT,A2BTC,2022-11-01,Device
DLW_P_LVT_30_90_DDB_4_Idlin_LT,A2BTC,2022-11-01,Device
Cap_N_type_ULVT_3_8_60_54000_Cov_LT,A2BTC,2022-11-01,Device
Cap_N_type_SLVT_4_150_230_7700_Cov_LT,A2BTC,2022-11-01,Device
Cap_N_type_LVT_20_200_280_20400_Iginv@1V_LT,A2BTC,2022-11-01,Device
Cap_N_type_LVT_20_150_230_24500_Iginv@1V_LT,A2BTC,2022-11-01,Device
QAHYB_PC2CA_SGP_60CPP_VST1_LT,A2BTC,2022-11-01,REL
QAHYB_PC2CA_SGP_60CPP_VRAMP_LT,A2BTC,2022-11-01,REL
EN_HCI_stress_ileak_IB_LT,A2BTC,2022-11-01,REL
SN_HCI_before_LT,A2BTC,2022-11-01,REL
SN_HCI_before_095_LT,A2BTC,2022-11-01,REL
