parameter,lot_id,date,Owner
Cap_N_type_SLVT_3_8_60_54000_Cov_M1,A2RDR,2022-08-05,Device
Cap_P_type_EG_20_150_230_14000_Ij@1.8V_M1,A2RDR,2022-08-05,Device
DLW_N_LVT_150_230_DDB_4_Iginv@0.75V_M1,A2R55,2022-08-05,Device
DLW_P_LVT_70_150_DDB_4_Iodlin@0.4Vod_M1,A2R55,2022-08-05,Device
DLW_P_LVT_70_150_DDB_4_Iodlin@0.5Vod_M1,A2R55,2022-08-05,Device
DLW_P_LVT_100_180_DDB_4_Iodlin@0.4Vod_M1,A2R55,2022-08-05,Device
DLW_P_LVT_200_280_DDB_4_Iodlin@0.4Vod_M1,A2R55,2022-08-05,Device
DLW_P_LVT_200_280_DDB_4_Iodlin@0.5Vod_M1,A2R55,2022-08-05,Device
DLW_N_EGU_80_160_DDB_4_Idsat@1.2V_M1,A2R55,2022-08-05,Device
DLW_N_EGU_80_160_DDB_4_Ihigh@1.2V_M1,A2R55,2022-08-05,Device
DLW_N_EGU_80_160_DDB_4_Ilow@1.2V_M1,A2R55,2022-08-05,Device
DLW_N_EGV_100_180_DDB_4_Ilow@1.5V_M1,A2R55,2022-08-05,Device
DLW_P_EG_150_230_DDB_4_Gm2_M1,A2RDR,2022-08-05,Device
DLW_P_EG_150_230_DDB_4_Ihigh@1.8V_M1,A2R55,2022-08-05,Device
DLW_P_EG_200_280_DDB_4_Gm2_M1,A2RDR,2022-08-05,Device
DLW_P_EG_200_280_DDB_4_Ihigh@1.8V_M1,A2R55,2022-08-05,Device
P032_bit_PG_R_Vtlin_M1,A2RDR,2022-08-05,SRAM
PL032S_bit_PD_L_Idsat_M1,A2RDR,2022-08-05,SRAM
PL032S_IREAD_L_M1,A2RDR,2022-08-05,SRAM
ncap_0.15_Ig@Vgd=0.75V_M1,A2R55,2022-08-05,Device
TPLL053_1b_RPG_Isoff_M1,A2RDR,2022-08-05,SRAM
TPLL053_1b_RPG_Idoff_M1,A2RDR,2022-08-05,SRAM
TPLL053_1b_RPG_Vtlin_M1,A2RDR,2022-08-05,SRAM
TPLL053_1b_RPG_Vtsat_M1,A2RDR,2022-08-05,SRAM
Cap_P_type_LVT_20_200_280_LVTP_Bool_20400_Iginv@1V_M1,A2CG1,2022-06-25,Device
Cap_N_type_LVT_20_200_280_20400_Iginv@1V_M1,A2CG1,2022-06-25,Device
DLW_P_LVT_30_90_DDB_4_Idlin_M1,A2CG1,2022-06-25,Device
DLW_P_LVT_40_100_DDB_4_Idlin_M1,A2CG1,2022-06-25,Device
DLW_P_LVT_70_150_DDB_4_Idlin_M1,A2CG1,2022-06-25,Device
DLW_P_LVT_100_180_DDB_4_Idlin_M1,A2CG1,2022-06-25,Device
DLW_P_LVT_200_280_DDB_4_Idlin_M1,A2CG1,2022-06-25,Device
